internal_id,entity,CID,has_smiles,degree
4174,CID57519544,CID57519544,True,4
4175,CID57519546,CID57519546,True,1
4176,CID57519547,CID57519547,True,1
4178,CID57519550,CID57519550,True,2
4179,CID57519551,CID57519551,True,4
4180,CID57519554,CID57519554,True,36
4181,CID57519555,CID57519555,True,4
4182,CID57519748,CID57519748,True,2
4183,CID5754,CID5754,True,6
4186,CID5757,CID5757,True,2
4188,CID57662985,CID57662985,True,2
4190,CID5775,CID5775,True,1
4191,CID5780,CID5780,True,2
4192,CID5790,CID5790,True,5
4193,CID57928403,CID57928403,True,1
4194,CID5795,CID5795,True,1
4196,CID57990869,CID57990869,True,1
4197,CID5803,CID5803,True,1
4199,CID5815,CID5815,True,1
4201,CID5819,CID5819,True,2
4202,CID58204997,CID58204997,True,1
4204,CID58298318,CID58298318,True,2
4205,CID58299817,CID58299817,True,1
4206,CID5831,CID5831,True,231
4207,CID5833,CID5833,True,216
4210,CID58507717,CID58507717,True,1
4213,CID5865,CID5865,True,4
4214,CID5870,CID5870,True,1
4215,CID5878,CID5878,True,2
4217,CID5905,CID5905,True,2
4218,CID5909,CID5909,True,1
4220,CID59174488,CID59174488,True,2
4221,CID59174579,CID59174579,True,1
4223,CID59239165,CID59239165,True,3
4224,CID5924208,CID5924208,True,4
4226,CID59397065,CID59397065,True,1
4227,CID59422203,CID59422203,True,1
4228,CID59437537,CID59437537,True,1
4229,CID5944,CID5944,True,45
4233,CID59603622,CID59603622,True,1
4234,CID59604787,CID59604787,True,3
4235,CID59634741,CID59634741,True,2
4236,CID59669121,CID59669121,True,1
4237,CID59691338,CID59691338,True,36
4238,CID5970,CID5970,True,1
4239,CID5974,CID5974,True,1
4240,CID59757974,CID59757974,True,1
4242,CID59772,CID59772,True,2
4245,CID5991,CID5991,True,223
4248,CID60060499,CID60060499,True,29
4249,CID6009,CID6009,True,1
4252,CID6013,CID6013,True,232
4254,CID60147023,CID60147023,True,3
4255,CID60160561,CID60160561,True,29
4256,CID60164,CID60164,True,3
4258,CID60167849,CID60167849,True,1
4259,CID6018,CID6018,True,240
4262,CID60196195,CID60196195,True,1
4263,CID60196281,CID60196281,True,1
4265,CID60198,CID60198,True,99
4267,CID60202647,CID60202647,True,1
4268,CID6029,CID6029,True,3
4269,CID6032,CID6032,True,1
4271,CID60464,CID60464,True,3
4272,CID6047,CID6047,True,1
4275,CID60560,CID60560,True,5
4279,CID60648,CID60648,True,220
4280,CID60651,CID60651,True,2
4281,CID60652,CID60652,True,1
4283,CID60699,CID60699,True,114
4285,CID60703,CID60703,True,2
4286,CID6072,CID6072,True,1
4288,CID60749,CID60749,True,1
4290,CID60753,CID60753,True,239
4291,CID60795,CID60795,True,245
4292,CID60803,CID60803,True,1
4293,CID60810,CID60810,True,7
4295,CID60825,CID60825,True,3
4296,CID60834,CID60834,True,1
4297,CID60835,CID60835,True,1
4298,CID60837,CID60837,True,1
4299,CID60838,CID60838,True,290
4300,CID60846,CID60846,True,1
4301,CID60854,CID60854,True,2
4302,CID60855,CID60855,True,2
4303,CID60857,CID60857,True,2
4304,CID60871,CID60871,True,2
4305,CID60875,CID60875,True,1
4306,CID60877,CID60877,True,1
4307,CID60934,CID60934,True,2
4309,CID60961,CID60961,True,2
4310,CID60974,CID60974,True,13
4312,CID6100,CID6100,True,227
4313,CID6103,CID6103,True,1
4314,CID610479,CID610479,True,1
4315,CID6135,CID6135,True,6
4317,CID616236,CID616236,True,3
4318,CID6167,CID6167,True,16
4319,CID6172,CID6172,True,1
4324,CID62074,CID62074,True,1
4326,CID6215,CID6215,True,3
4327,CID6230,CID6230,True,1
4331,CID6241,CID6241,True,2
4335,CID6256,CID6256,True,3
4336,CID62705067,CID62705067,True,1
4339,CID62857,CID62857,True,1
4340,CID62859,CID62859,True,1
4343,CID62907,CID62907,True,1
4344,CID6291,CID6291,True,2
4346,CID6293,CID6293,True,1
4348,CID62969,CID62969,True,1
4349,CID62978,CID62978,True,1
4350,CID63002,CID63002,True,1
4351,CID63009,CID63009,True,11
4352,CID6301,CID6301,True,1
4353,CID6321424,CID6321424,True,312
4354,CID63224,CID63224,True,49
4355,CID6323266,CID6323266,True,1
4356,CID6325199,CID6325199,True,1
4358,CID6337614,CID6337614,True,271
4359,CID636362,CID636362,True,99
4360,CID636375,CID636375,True,2
4361,CID636377,CID636377,True,1
4362,CID636402,CID636402,True,1
4364,CID637568,CID637568,True,2
4366,CID638278,CID638278,True,2
4368,CID64139,CID64139,True,229
4369,CID64150,CID64150,True,1
4370,CID6419718,CID6419718,True,1
4371,CID6419954,CID6419954,True,1
4372,CID6420013,CID6420013,True,2
4374,CID6420040,CID6420040,True,1
4375,CID6420138,CID6420138,True,4
4376,CID6422124,CID6422124,True,1
4378,CID6433119,CID6433119,True,1
4379,CID6433151,CID6433151,True,1
4380,CID6435335,CID6435335,True,2
4383,CID6436173,CID6436173,True,3
4384,CID6436208,CID6436208,True,4
4390,CID6440181,CID6440181,True,2
4391,CID6440352,CID6440352,True,1
4397,CID644274,CID644274,True,11
4398,CID6444206,CID6444206,True,1
4400,CID6445533,CID6445533,True,4
4405,CID6450819,CID6450819,True,3
4407,CID6451164,CID6451164,True,1
4408,CID6456015,CID6456015,True,12
4409,CID6461,CID6461,True,1
4411,CID64713,CID64713,True,2
4413,CID64737,CID64737,True,1
4417,CID64945,CID64945,True,5
4418,CID64982,CID64982,True,2
4419,CID65014,CID65014,True,1
4423,CID6503,CID6503,True,1
4424,CID6505803,CID6505803,True,4
4426,CID6509979,CID6509979,True,1
4427,CID6518171,CID6518171,True,1
4428,CID6519698,CID6519698,True,1
4430,CID65328,CID65328,True,1
4431,CID65335,CID65335,True,3
4437,CID65411,CID65411,True,1
4439,CID65495,CID65495,True,1
4441,CID65628,CID65628,True,1
4442,CID65632,CID65632,True,3
4443,CID656583,CID656583,True,232
4444,CID656586,CID656586,True,1
4446,CID656631,CID656631,True,1
4447,CID656665,CID656665,True,1
4448,CID656667,CID656667,True,1
4450,CID656954,CID656954,True,1
4452,CID657201,CID657201,True,1
4453,CID657237,CID657237,True,17
4456,CID657302,CID657302,True,1
4457,CID65752,CID65752,True,1
4458,CID65777,CID65777,True,1
4460,CID65906,CID65906,True,1
4461,CID65944,CID65944,True,1
4463,CID65958,CID65958,True,1
4465,CID65999,CID65999,True,6
4466,CID6604165,CID6604165,True,1
4468,CID6604561,CID6604561,True,2
4469,CID6604870,CID6604870,True,24
4470,CID6605258,CID6605258,True,1
4472,CID66064,CID66064,True,10
4476,CID66144,CID66144,True,1
4480,CID66558287,CID66558287,True,1
4482,CID66577006,CID66577006,True,1
4483,CID66577038,CID66577038,True,1
4484,CID66598080,CID66598080,True,1
4486,CID666418,CID666418,True,2
4487,CID66646767,CID66646767,True,30
4488,CID667467,CID667467,True,1
4489,CID667476,CID667476,True,2
4492,CID667493,CID667493,True,1
4494,CID667639,CID667639,True,2
4495,CID66774402,CID66774402,True,2
4496,CID67081200,CID67081200,True,1
4497,CID6710614,CID6710614,True,2
4498,CID6710658,CID6710658,True,1
4499,CID67171867,CID67171867,True,1
4500,CID672296,CID672296,True,1
4502,CID67310049,CID67310049,True,1
4503,CID67356,CID67356,True,2
4504,CID6741,CID6741,True,4
4505,CID67462786,CID67462786,True,1
4506,CID67469084,CID67469084,True,1
4508,CID6746983,CID6746983,True,17
4510,CID67533,CID67533,True,1
4511,CID6758,CID6758,True,26
4517,CID68107965,CID68107965,True,1
4518,CID68165256,CID68165256,True,1
4521,CID68304,CID68304,True,1
4522,CID68313,CID68313,True,1
4527,CID68539,CID68539,True,1
4529,CID68546,CID68546,True,23
4533,CID68591,CID68591,True,1
4534,CID68601,CID68601,True,1
4535,CID68617,CID68617,True,219
4536,CID68624,CID68624,True,3
4538,CID68643,CID68643,True,1
4539,CID68647,CID68647,True,1
4540,CID68654,CID68654,True,1
4541,CID68712,CID68712,True,1
4543,CID68740,CID68740,True,102
4544,CID6878030,CID6878030,True,1
4548,CID68844,CID68844,True,1
4549,CID68853159,CID68853159,True,1
4550,CID688563,CID688563,True,1
4551,CID68861,CID68861,True,2
4553,CID68873,CID68873,True,2
4554,CID6890,CID6890,True,1
4556,CID68938909,CID68938909,True,1
4557,CID6912,CID6912,True,1
4558,CID6914273,CID6914273,True,244
4559,CID6914657,CID6914657,True,93
4561,CID6915744,CID6915744,True,1
4562,CID6915944,CID6915944,True,3
4565,CID6917797,CID6917797,True,1
4566,CID6917864,CID6917864,True,135
4569,CID6918029,CID6918029,True,2
4570,CID6918078,CID6918078,True,2
4571,CID6918132,CID6918132,True,1
4573,CID6918182,CID6918182,True,4
4574,CID6918223,CID6918223,True,1
4575,CID6918265,CID6918265,True,1
4576,CID6918289,CID6918289,True,5
4577,CID6918296,CID6918296,True,236
4578,CID6918313,CID6918313,True,1
4581,CID6918405,CID6918405,True,35
4582,CID6918427,CID6918427,True,1
4583,CID6918446,CID6918446,True,11
4586,CID6918462,CID6918462,True,1
4587,CID6918493,CID6918493,True,3
4588,CID6918537,CID6918537,True,1
4591,CID6918558,CID6918558,True,2
4592,CID6918638,CID6918638,True,17
4593,CID6918663,CID6918663,True,1
4594,CID6918664,CID6918664,True,1
4595,CID6918670,CID6918670,True,2
4596,CID6918678,CID6918678,True,1
4597,CID6918736,CID6918736,True,1
4598,CID6918788,CID6918788,True,1
4600,CID6918848,CID6918848,True,4
4601,CID6918852,CID6918852,True,4
4602,CID69923936,CID69923936,True,1
4603,CID70004430,CID70004430,True,2
4606,CID704473,CID704473,True,2
4607,CID7048968,CID7048968,True,1
4608,CID70676303,CID70676303,True,2
4609,CID70679466,CID70679466,True,1
4610,CID70684,CID70684,True,1
4611,CID70687193,CID70687193,True,1
4612,CID70701134,CID70701134,True,1
4613,CID70789348,CID70789348,True,1
4614,CID70789547,CID70789547,True,2
4615,CID70798655,CID70798655,True,2
4618,CID70934541,CID70934541,True,1
4619,CID70945511,CID70945511,True,1
4620,CID70983932,CID70983932,True,2
4621,CID70983934,CID70983934,True,2
4622,CID7108,CID7108,True,1
4623,CID71157,CID71157,True,1
4625,CID71183,CID71183,True,1
4626,CID71188,CID71188,True,1
4628,CID71268957,CID71268957,True,1
4629,CID71271629,CID71271629,True,1
4630,CID71279,CID71279,True,1
4631,CID71291068,CID71291068,True,1
4632,CID71295844,CID71295844,True,1
4633,CID71295845,CID71295845,True,2
4634,CID71300295,CID71300295,True,1
4635,CID71301,CID71301,True,1
4637,CID71307851,CID71307851,True,1
4638,CID71329,CID71329,True,10
4639,CID71339,CID71339,True,1
4640,CID71352,CID71352,True,1
4642,CID71360,CID71360,True,3
4643,CID71384,CID71384,True,103
4644,CID71386,CID71386,True,27
4645,CID71398,CID71398,True,1
4647,CID71420,CID71420,True,1
4648,CID71478,CID71478,True,4
4650,CID71481097,CID71481097,True,3
4651,CID71485,CID71485,True,1
4653,CID71494949,CID71494949,True,1
4654,CID71496458,CID71496458,True,2
4655,CID71496742,CID71496742,True,1
4658,CID71543365,CID71543365,True,17
4660,CID71571306,CID71571306,True,1
4661,CID71571562,CID71571562,True,1
4662,CID71587153,CID71587153,True,11
4663,CID71599640,CID71599640,True,1
4664,CID71600087,CID71600087,True,1
4665,CID71601111,CID71601111,True,1
4666,CID71604307,CID71604307,True,2
4667,CID71607189,CID71607189,True,1
4668,CID71616,CID71616,True,4
4670,CID71657455,CID71657455,True,1
4672,CID71664305,CID71664305,True,17
4673,CID71668,CID71668,True,1
4674,CID7172,CID7172,True,2
4675,CID71721540,CID71721540,True,1
4677,CID71731823,CID71731823,True,2
4679,CID71764,CID71764,True,2
4681,CID71774,CID71774,True,1
4682,CID71811910,CID71811910,True,2
4683,CID71815,CID71815,True,2
4684,CID71916,CID71916,True,1
4685,CID71992,CID71992,True,1
4686,CID72092,CID72092,True,7
4687,CID72139,CID72139,True,1
4689,CID72188603,CID72188603,True,3
4690,CID72200024,CID72200024,True,2
4691,CID72201027,CID72201027,True,1
4692,CID72271,CID72271,True,4
4693,CID72281,CID72281,True,2
4695,CID72300,CID72300,True,1
4697,CID72311,CID72311,True,1
4699,CID72344,CID72344,True,1
4700,CID72435,CID72435,True,35
4701,CID72547474,CID72547474,True,2
4702,CID72547959,CID72547959,True,1
4703,CID72551585,CID72551585,True,1
4704,CID72551586,CID72551586,True,1
4705,CID72686,CID72686,True,36
4706,CID72699186,CID72699186,True,1
4707,CID72709209,CID72709209,True,2
4708,CID72710568,CID72710568,True,1
4710,CID72716071,CID72716071,True,1
4712,CID72726,CID72726,True,3
4713,CID72734520,CID72734520,True,1
4714,CID729483,CID729483,True,1
4717,CID73014064,CID73014064,True,1
4719,CID73110,CID73110,True,2
4721,CID73211763,CID73211763,True,1
4722,CID73259,CID73259,True,1
4724,CID73265184,CID73265184,True,2
4725,CID73265190,CID73265190,True,1
4726,CID73265200,CID73265200,True,1
4727,CID73265201,CID73265201,True,1
4728,CID73265204,CID73265204,True,1
4729,CID73265205,CID73265205,True,1
4731,CID73265209,CID73265209,True,2
4733,CID73265220,CID73265220,True,1
4735,CID73265222,CID73265222,True,2
4736,CID73265223,CID73265223,True,40
4737,CID73265224,CID73265224,True,1
4738,CID73265225,CID73265225,True,2
4740,CID73265227,CID73265227,True,2
4741,CID73265228,CID73265228,True,1
4742,CID73265229,CID73265229,True,1
4744,CID73265232,CID73265232,True,1
4745,CID73265233,CID73265233,True,56
4747,CID73265271,CID73265271,True,2
4749,CID73265273,CID73265273,True,1
4750,CID73265276,CID73265276,True,1
4753,CID73265281,CID73265281,True,1
4754,CID73265283,CID73265283,True,2
4755,CID73265288,CID73265288,True,1
4756,CID73265289,CID73265289,True,1
4758,CID73265293,CID73265293,True,1
4759,CID73265294,CID73265294,True,1
4760,CID73265297,CID73265297,True,1
4763,CID73265304,CID73265304,True,1
4764,CID73265308,CID73265308,True,2
4765,CID73265309,CID73265309,True,1
4767,CID73265311,CID73265311,True,1
4768,CID73265316,CID73265316,True,1
4769,CID73265318,CID73265318,True,31
4770,CID73265321,CID73265321,True,1
4772,CID73265324,CID73265324,True,1
4779,CID73265342,CID73265342,True,1
4780,CID73265344,CID73265344,True,1
4781,CID73265348,CID73265348,True,2
4782,CID73265351,CID73265351,True,1
4783,CID73265352,CID73265352,True,2
4784,CID73265357,CID73265357,True,1
4785,CID73265358,CID73265358,True,3
4786,CID73265360,CID73265360,True,1
4790,CID73265367,CID73265367,True,1
4791,CID73265368,CID73265368,True,1
4792,CID73265369,CID73265369,True,1
4793,CID73265372,CID73265372,True,1
4796,CID73265377,CID73265377,True,35
4797,CID73265380,CID73265380,True,24
4799,CID73265383,CID73265383,True,2
4800,CID73265389,CID73265389,True,21
4801,CID73265390,CID73265390,True,2
4802,CID73265391,CID73265391,True,1
4803,CID73265392,CID73265392,True,2
4804,CID73265393,CID73265393,True,1
4807,CID73265401,CID73265401,True,1
4809,CID73265405,CID73265405,True,1
4811,CID73265408,CID73265408,True,1
4813,CID73265414,CID73265414,True,2
4814,CID73293,CID73293,True,2
4818,CID73425588,CID73425588,True,1
4819,CID73425805,CID73425805,True,1
4821,CID73442,CID73442,True,1
4822,CID73442743,CID73442743,True,1
4823,CID73461,CID73461,True,41
4824,CID73581,CID73581,True,1
4826,CID73603034,CID73603034,True,1
4827,CID73659,CID73659,True,2
4828,CID73670548,CID73670548,True,2
4829,CID73774610,CID73774610,True,1
4831,CID73957,CID73957,True,1
4834,CID74990,CID74990,True,17
4837,CID7550,CID7550,True,230
4838,CID7566371,CID7566371,True,1
4840,CID76073169,CID76073169,True,1
4841,CID7638,CID7638,True,4
4843,CID76685059,CID76685059,True,2
4844,CID766949,CID766949,True,1
4846,CID76971721,CID76971721,True,2
4848,CID774,CID774,True,1
4849,CID77991,CID77991,True,1
4851,CID77995,CID77995,True,1
4853,CID78000,CID78000,True,2
4854,CID78243717,CID78243717,True,2
4856,CID78320750,CID78320750,True,2
4857,CID78357763,CID78357763,True,2
4858,CID78357807,CID78357807,True,2
4859,CID791637,CID791637,True,2
4860,CID794323,CID794323,True,1
4861,CID80311,CID80311,True,1
4864,CID82148,CID82148,True,1
4865,CID82153,CID82153,True,1
4867,CID8228,CID8228,True,1
4868,CID8249,CID8249,True,1
4870,CID836002,CID836002,True,1
4871,CID83823,CID83823,True,1
4873,CID83979,CID83979,True,1
4875,CID84759,CID84759,True,1
4876,CID8478,CID8478,True,1
4877,CID8514,CID8514,True,1
4879,CID854026,CID854026,True,1
4881,CID8574,CID8574,True,1
4882,CID8582409,CID8582409,True,1
4884,CID8617,CID8617,True,2
4886,CID86287635,CID86287635,True,1
4888,CID86345880,CID86345880,True,1
4889,CID86763204,CID86763204,True,2
4890,CID8695,CID8695,True,1
4891,CID8732,CID8732,True,1
4892,CID8742,CID8742,True,1
4893,CID8798,CID8798,True,1
4894,CID8813,CID8813,True,1
4896,CID8955,CID8955,True,2
4898,CID896,CID896,True,3
4899,CID89675898,CID89675898,True,1
4900,CID89683805,CID89683805,True,1
4901,CID8969,CID8969,True,1
4904,CID8980,CID8980,True,28
4908,CID90116945,CID90116945,True,2
4909,CID9015,CID9015,True,1
4910,CID90241673,CID90241673,True,15
4912,CID904,CID904,True,1
4914,CID90479327,CID90479327,True,2
4917,CID9051,CID9051,True,3
4918,CID9066,CID9066,True,1
4919,CID9082,CID9082,True,1
4921,CID91274,CID91274,True,1
4922,CID91430,CID91430,True,2
4923,CID91466,CID91466,True,2
4924,CID91505,CID91505,True,2
4926,CID91610,CID91610,True,1
4927,CID91617630,CID91617630,True,2
4928,CID91623361,CID91623361,True,2
4929,CID91649,CID91649,True,228
4930,CID91666658,CID91666658,True,1
4931,CID91667931,CID91667931,True,2
4932,CID91668194,CID91668194,True,1
4933,CID91691130,CID91691130,True,1
4935,CID91885392,CID91885392,True,1
4936,CID91885438,CID91885438,True,2
4937,CID91885617,CID91885617,True,2
4938,CID91885989,CID91885989,True,1
4939,CID91933867,CID91933867,True,2
4941,CID92044376,CID92044376,True,1
4942,CID92044379,CID92044379,True,1
4943,CID92045137,CID92045137,True,1
4944,CID92135932,CID92135932,True,1
4945,CID92151,CID92151,True,1
4946,CID92178,CID92178,True,27
4947,CID92577,CID92577,True,3
4949,CID92722,CID92722,True,241
4950,CID92727,CID92727,True,37
4951,CID929262,CID929262,True,1
4953,CID9351,CID9351,True,1
4954,CID936,CID936,True,2
4956,CID941361,CID941361,True,1
4957,CID9433,CID9433,True,1
4960,CID950368,CID950368,True,1
4961,CID9549184,CID9549184,True,2
4962,CID9549289,CID9549289,True,1
4964,CID9549298,CID9549298,True,4
4968,CID9576185,CID9576185,True,1
4969,CID9578005,CID9578005,True,1
4973,CID967,CID967,True,2
4975,CID969472,CID969472,True,1
4976,CID969516,CID969516,True,4
4978,CID97226,CID97226,True,2
4980,CID9796068,CID9796068,True,3
4982,CID9796440,CID9796440,True,2
4984,CID9798973,CID9798973,True,1
4985,CID9799888,CID9799888,True,1
4986,CID9800555,CID9800555,True,9
4988,CID9803932,CID9803932,True,1
4989,CID9803963,CID9803963,True,5
4990,CID9804433,CID9804433,True,2
4991,CID9804991,CID9804991,True,2
4993,CID9807431,CID9807431,True,3
4995,CID9808844,CID9808844,True,3
4996,CID9810709,CID9810709,True,1
5000,CID9811704,CID9811704,True,241
5001,CID9813758,CID9813758,True,1
5003,CID9818479,CID9818479,True,2
5004,CID9818682,CID9818682,True,1
5005,CID9819382,CID9819382,True,2
5006,CID9819927,CID9819927,True,2
5007,CID9820008,CID9820008,True,1
5009,CID9821849,CID9821849,True,1
5010,CID9823820,CID9823820,True,31
5011,CID9824562,CID9824562,True,4
5012,CID9825149,CID9825149,True,2
5013,CID9826188,CID9826188,True,1
5017,CID9827968,CID9827968,True,1
5018,CID9828911,CID9828911,True,1
5020,CID9830519,CID9830519,True,1
5021,CID9832292,CID9832292,True,1
5023,CID9839500,CID9839500,True,1
5024,CID9840076,CID9840076,True,3
5026,CID984170,CID984170,True,1
5028,CID9843900,CID9843900,True,3
5029,CID9847557,CID9847557,True,2
5030,CID9849040,CID9849040,True,3
5031,CID9849808,CID9849808,True,1
5032,CID9852573,CID9852573,True,81
5034,CID9854073,CID9854073,True,57
5036,CID9858940,CID9858940,True,29
5039,CID9865515,CID9865515,True,6
5040,CID9865528,CID9865528,True,1
5042,CID9867340,CID9867340,True,3
5044,CID9868037,CID9868037,True,2
5046,CID9869779,CID9869779,True,3
5049,CID9871074,CID9871074,True,2
5050,CID9871419,CID9871419,True,1
5051,CID9872438,CID9872438,True,2
5052,CID9874913,CID9874913,True,4
5055,CID9882793,CID9882793,True,10
5056,CID9883029,CID9883029,True,2
5057,CID9884807,CID9884807,True,2
5058,CID9887053,CID9887053,True,50
5059,CID9887712,CID9887712,True,3
5060,CID9887867,CID9887867,True,1
5062,CID9888590,CID9888590,True,3
5065,CID9893571,CID9893571,True,4
5066,CID9894584,CID9894584,True,1
5068,CID9902100,CID9902100,True,3
5069,CID9903,CID9903,True,1
5071,CID9907093,CID9907093,True,2
5073,CID9908783,CID9908783,True,1
5074,CID9909368,CID9909368,True,2
5075,CID9910224,CID9910224,True,4
5076,CID9910486,CID9910486,True,1
5078,CID9911830,CID9911830,True,1
5079,CID9913405,CID9913405,True,1
5080,CID9914412,CID9914412,True,50
5082,CID9918559,CID9918559,True,41
5083,CID9926054,CID9926054,True,1
5088,CID9929643,CID9929643,True,1
5089,CID9930913,CID9930913,True,221
5091,CID9931954,CID9931954,True,2
5092,CID9933439,CID9933439,True,1
5093,CID9933475,CID9933475,True,4
5094,CID9934283,CID9934283,True,2
5095,CID9934347,CID9934347,True,2
5097,CID9936012,CID9936012,True,1
5099,CID9936727,CID9936727,True,1
5100,CID9937686,CID9937686,True,2
5101,CID9938203,CID9938203,True,1
5102,CID9938280,CID9938280,True,2
5104,CID9943465,CID9943465,True,3
5106,CID9949093,CID9949093,True,1
5107,CID9949641,CID9949641,True,28
5108,CID9950176,CID9950176,True,1
5109,CID9952773,CID9952773,True,3
5110,CID9952884,CID9952884,True,3
5111,CID9952923,CID9952923,True,1
5112,CID9953906,CID9953906,True,1
5113,CID9954540,CID9954540,True,1
5114,CID9956119,CID9956119,True,3
5116,CID9956637,CID9956637,True,1
5117,CID9958103,CID9958103,True,1
5118,CID9966538,CID9966538,True,1
